010.000.0101.00	inhibe	 la síntesis de prostaglandinas
010.000.5474.00	inhibeEn	 forma intensa
010.000.5474.00	inhibeEn	 fosforilación intracelular
010.000.5443.00	tieneGeneralidad	de
010.000.5443.00	tieneGeneralidad	  ,
010.000.5443.00	tieneGeneralidad	.
010.000.5443.00	tieneGeneralidad	la
010.000.5443.00	tieneGeneralidad	e
010.000.5443.00	inhibe	 la mitosis celular en metafase
010.000.4230.00	detiene	 la mitosis celular
010.000.5651.00	tieneGeneralidad	la
010.000.5652.00	tieneGeneralidad	la
010.000.5651.00	tieneGeneralidad	de
010.000.5652.00	tieneGeneralidad	de
010.000.5651.00	tieneGeneralidad	)
010.000.5652.00	tieneGeneralidad	)
010.000.5651.00	tieneGeneralidad	de
010.000.5652.00	tieneGeneralidad	de
010.000.5651.00	tieneGeneralidad	  ,
010.000.5652.00	tieneGeneralidad	  ,
010.000.5651.00	tieneGeneralidad	  ,
010.000.5652.00	tieneGeneralidad	  ,
010.000.5651.00	tieneGeneralidad	y
010.000.5652.00	tieneGeneralidad	y
010.000.5651.00	tieneGeneralidad	pared
010.000.5652.00	tieneGeneralidad	pared
010.000.5651.00	tieneGeneralidad	  ,
010.000.5652.00	tieneGeneralidad	  ,
010.000.5651.00	reduce	 la glucólisis
010.000.5652.00	reduce	 la glucólisis
010.000.5432.00	tieneGeneralidad	de
010.000.5432.00	tieneGeneralidad	que
010.000.5432.00	estimula	 la proliferación
010.000.4302.00	tieneGeneralidad	5-alfa
010.000.4302.00	tieneGeneralidad	  , que
010.000.4302.00	impide	conversión
010.000.5455.00	tieneGeneralidad	.
010.000.5455.00	inhibe	 la síntesis de adn
010.000.3012.00	tieneGeneralidad	.
010.000.3012.00	inhibe	 la síntesis de adn
010.000.5426.00	tieneGeneralidad	que
010.000.5426.00	interfiereCon	actividad de la
010.000.5426.00	interfiereCon	testosterona
010.000.6023.00	tieneGeneralidad	es
010.000.6023.01	tieneGeneralidad	es
010.000.6023.00	tieneGeneralidad	soluble
010.000.6023.01	tieneGeneralidad	soluble
010.000.6023.00	tieneGeneralidad	Agua de
010.000.6023.01	tieneGeneralidad	Agua de
010.000.6023.00	tieneGeneralidad	 aprepitant
010.000.6023.01	tieneGeneralidad	 aprepitant
010.000.6023.00	tieneGeneralidad	en
010.000.6023.01	tieneGeneralidad	en
010.000.6023.00	tieneGeneralidad	5ht3
010.000.6023.01	tieneGeneralidad	5ht3
010.000.6023.00	tieneGeneralidad	para
010.000.6023.01	tieneGeneralidad	para
010.000.6023.00	tieneGeneralidad	y
010.000.6023.01	tieneGeneralidad	y
010.000.6023.00	tieneGeneralidad	quimioterapia
010.000.6023.01	tieneGeneralidad	quimioterapia
010.000.5880.00	tieneGeneralidad	)
010.000.5880.00	tieneGeneralidad	a
010.000.5880.00	tieneGeneralidad	er
010.000.5880.00	tieneGeneralidad	del
010.000.5880.00	tieneGeneralidad	de
010.000.5470.00	tieneGeneralidad	del
010.000.5470.00	tieneGeneralidad	  , que
010.000.5470.00	impide	 el crecimiento
010.000.5438.00	tieneGeneralidad	de
010.000.5438.00	tieneGeneralidad	que
010.000.2193.00	tieneGeneralidad	actúa
010.000.2193.00	actúaA	través
010.000.3048.00	tieneGeneralidad	de
010.000.3049.00	tieneGeneralidad	de
010.000.3048.00	tieneGeneralidad	lo
010.000.3049.00	tieneGeneralidad	lo
010.000.3048.00	produce	descenso
010.000.3049.00	produce	descenso
010.000.4438.00	tieneGeneralidad	altamente
010.000.4439.00	tieneGeneralidad	altamente
010.000.4440.00	tieneGeneralidad	altamente
010.000.4441.00	tieneGeneralidad	altamente
010.000.4438.00	tieneGeneralidad	5-hidroxitriptamina
010.000.4439.00	tieneGeneralidad	5-hidroxitriptamina
010.000.4440.00	tieneGeneralidad	5-hidroxitriptamina
010.000.4441.00	tieneGeneralidad	5-hidroxitriptamina
010.000.4438.00	tieneGeneralidad	periféricas
010.000.4439.00	tieneGeneralidad	periféricas
010.000.4440.00	tieneGeneralidad	periféricas
010.000.4441.00	tieneGeneralidad	periféricas
010.000.4438.00	tieneGeneralidad	.
010.000.4439.00	tieneGeneralidad	.
010.000.4440.00	tieneGeneralidad	.
010.000.4441.00	tieneGeneralidad	.
010.000.5491.00	tieneGeneralidad	y
010.000.5492.00	tieneGeneralidad	y
010.000.5491.00	tieneGeneralidad	son
010.000.5492.00	tieneGeneralidad	son
010.000.5491.00	tieneGeneralidad	del
010.000.5492.00	tieneGeneralidad	del
010.000.5491.00	tieneGeneralidad	  , de
010.000.5492.00	tieneGeneralidad	  , de
010.000.5491.00	tieneGeneralidad	que el uso de terapia
010.000.5492.00	tieneGeneralidad	que el uso de terapia
010.000.5491.00	tieneGeneralidad	e
010.000.5492.00	tieneGeneralidad	e
010.000.5491.00	tieneGeneralidad	las
010.000.5492.00	tieneGeneralidad	las
010.000.5491.00	tieneGeneralidad	como
010.000.5492.00	tieneGeneralidad	como
010.000.5491.00	tieneGeneralidad	la
010.000.5492.00	tieneGeneralidad	la
010.000.5491.00	tieneGeneralidad	cuyos
010.000.5492.00	tieneGeneralidad	cuyos
010.000.5491.00	tieneGeneralidad	son
010.000.5492.00	tieneGeneralidad	son
010.000.5491.00	tieneGeneralidad	  , es
010.000.5492.00	tieneGeneralidad	  , es
010.000.5491.00	tieneGeneralidad	  , la terapia
010.000.5492.00	tieneGeneralidad	  , la terapia
010.000.5491.00	tieneGeneralidad	transcripcional
010.000.5492.00	tieneGeneralidad	transcripcional
010.000.5491.00	cambia	patrón
010.000.5492.00	cambia	patrón
010.000.4226.00	inhibe	 la reductasa de difosfato de ribonucleósido
010.000.6042.00	tieneGeneralidad	  , es un
010.000.6042.01	tieneGeneralidad	  , es un
010.000.6042.00	tieneGeneralidad	de
010.000.6042.01	tieneGeneralidad	de
010.000.6042.00	tieneGeneralidad	)
010.000.6042.01	tieneGeneralidad	)
010.000.6042.00	tieneGeneralidad	forma
010.000.6042.01	tieneGeneralidad	forma
010.000.6042.00	forma	 un enlace
010.000.6042.01	forma	 un enlace
010.000.4434.00	interfierePor	 intercalación en la síntesis del rna dependiente del dna
010.000.5441.00	interfierePor	 intercalación en la síntesis del rna dependiente del dna
010.000.5442.00	interfierePor	 intercalación en la síntesis del rna dependiente del dna
010.000.4432.00	tieneGeneralidad	las
010.000.4432.00	tieneGeneralidad	e
010.000.4432.00	tieneGeneralidad	.
010.000.4432.00	tieneGeneralidad	.
010.000.4225.00	tieneGeneralidad	que
010.000.4227.00	tieneGeneralidad	que
010.000.6016.00	tieneGeneralidad	4
010.000.6016.00	tieneGeneralidad	)
010.000.6016.00	tieneGeneralidad	de
010.000.6016.00	tieneGeneralidad	los
010.000.6016.00	tieneGeneralidad	.
010.000.6016.00	tieneGeneralidad	es
010.000.6016.00	tieneGeneralidad	de
010.000.6016.00	tieneGeneralidad	  , que
010.000.6016.00	bloquea	 las señales inhibitorias de las células
010.000.5444.00	evita	 la síntesis de las cadenas del dna
010.000.4229.00	tieneGeneralidad	la
010.000.4229.01	tieneGeneralidad	la
010.000.4229.00	tieneGeneralidad	y
010.000.4229.01	tieneGeneralidad	y
010.000.4229.00	tieneGeneralidad	que
010.000.4229.01	tieneGeneralidad	que
010.000.4229.00	interfiereCon	 la síntesis proteica
010.000.4229.01	interfiereCon	 la síntesis proteica
010.000.5616.00	posee	 propiedades inmunomoduladoras
010.000.5617.00	posee	 propiedades inmunomoduladoras
010.000.5618.00	posee	 propiedades inmunomoduladoras
010.000.5619.00	posee	 propiedades inmunomoduladoras
010.000.5541.00	tieneGeneralidad	altamente
010.000.5541.00	tieneGeneralidad	  , enzima
010.000.5541.00	tieneGeneralidad	  , sin
010.000.5541.00	tieneGeneralidad	La
010.000.5541.00	tieneGeneralidad	 biosíntesis de otras hormonas esteroideas
010.000.5431.00	tieneGeneralidad	.
010.000.3055.00	tieneGeneralidad	.
010.000.3055.01	tieneGeneralidad	.
010.000.5434.00	tieneGeneralidad	.
010.000.5450.00	tieneGeneralidad	.
010.000.5972.00	tieneGeneralidad	.
010.000.5502.00	estimula	formación
010.000.6120.00	tieneGeneralidad	es
010.000.6120.00	tieneGeneralidad	covalente
010.000.6120.00	tieneGeneralidad	  ,
010.000.6120.00	tieneGeneralidad	  , el
010.000.6120.00	tieneGeneralidad	que
010.000.6120.00	regula	 la producción
010.000.4428.00	tieneGeneralidad	las
010.000.4428.00	tieneGeneralidad	e
010.000.4428.00	tieneGeneralidad	.
010.000.5447.00	tieneGeneralidad	con
010.000.5447.00	tieneGeneralidad	  , muy activa
010.000.5447.00	combinaCon	 radicales orgánicos de aminoácidos
010.000.5430.00	tieneGeneralidad	que
010.000.5464.00	tieneGeneralidad	que
010.000.5430.00	inhibe	 la pituitaria
010.000.5464.00	inhibe	 la pituitaria
010.000.1756.00	altera	 los mecanismos de crecimiento
010.000.1761.00	inhibe	 la síntesis de nucleótidos de purina
010.000.1761.01	inhibe	 la síntesis de nucleótidos de purina
010.000.6082.00	tieneGeneralidad	inhibe
010.000.6082.00	inhibe	 la fase de crecimiento microtúbulos
010.000.4433.00	previene	cistitis
040.000.1710.00	promueve	 el anabolismo proteico
010.000.1759.00	tieneGeneralidad	fólico
010.000.1760.00	tieneGeneralidad	fólico
010.000.1776.00	tieneGeneralidad	fólico
010.000.2194.00	tieneGeneralidad	fólico
010.000.1759.00	fólicoEn	 la fase s
010.000.1760.00	fólicoEn	 la fase s
010.000.1776.00	fólicoEn	 la fase s
010.000.2194.00	fólicoEn	 la fase s
010.000.5650.00	tieneGeneralidad	  ,
010.000.5650.00	tieneGeneralidad	-
010.000.5650.00	tieneGeneralidad	)
010.000.5650.00	tieneGeneralidad	  , con la
010.000.5650.00	tieneGeneralidad	más
010.000.5650.00	tieneGeneralidad	.
010.000.5650.00	tieneGeneralidad	  , receptor que se encuentra fundamentalmente en
010.000.5650.00	tieneGeneralidad	  ,
010.000.5650.00	tieneGeneralidad	y
010.000.5650.00	tieneGeneralidad	.
010.000.5650.00	tieneGeneralidad	-
010.000.5650.00	tieneGeneralidad	y
010.000.5650.00	tieneGeneralidad	.
010.000.5650.00	tieneGeneralidad	está
010.000.5650.00	tieneGeneralidad	-
010.000.5650.00	tieneGeneralidad	)
010.000.5650.00	tieneGeneralidad	  ,
010.000.5650.00	tieneGeneralidad	  , y
010.000.5650.00	tieneGeneralidad	y
010.000.5650.00	tieneGeneralidad	  , incluido el
010.000.5650.00	tieneGeneralidad	1-
010.000.5650.00	tieneGeneralidad	)
010.000.5650.00	tieneGeneralidad	)
010.000.5650.00	tieneGeneralidad	.
010.000.3022.00	tieneGeneralidad	lo
010.000.3022.00	produce	inhibición
010.000.4233.00	estimula	 la formación de rupturas en los filamentos de dna
010.000.5429.00	tieneGeneralidad	esencial que
010.000.5429.00	intervieneEn	 la regulación de la hematopoyesis
010.000.4322.00	tieneGeneralidad	-
010.000.4322.01	tieneGeneralidad	-
010.000.4322.00	inhibe	proliferación
010.000.4322.01	inhibe	proliferación
010.000.6067.01	tieneGeneralidad	es
010.000.6067.01	tieneGeneralidad	  , oral
010.000.6067.01	bloquea	 los receptores del factor crecimiento derivado plaquetas pdgfr
010.000.6109.00	tieneGeneralidad	  ,
010.000.6110.00	tieneGeneralidad	  ,
010.000.6109.00	tieneGeneralidad	-
010.000.6110.00	tieneGeneralidad	-
010.000.6109.00	tieneGeneralidad	-
010.000.6110.00	tieneGeneralidad	-
010.000.6109.00	tieneGeneralidad	que
010.000.6110.00	tieneGeneralidad	que
010.000.6109.00	tieneGeneralidad	inhibe
010.000.6110.00	tieneGeneralidad	inhibe
010.000.6109.00	inhibe	 la proliferación de las células t producción
010.000.6110.00	inhibe	 la proliferación de las células t producción
010.000.6037.00	tieneGeneralidad	es
010.000.6037.00	tieneGeneralidad	-
010.000.6037.00	tieneGeneralidad	Tipo ii del
010.000.6037.00	tieneGeneralidad	 isotipo igg1 modificado por glicoingeniería
010.000.2195.00	tieneGeneralidad	tres
010.000.5428.00	tieneGeneralidad	tres
010.000.2195.00	reduce	 la incidencia
010.000.5428.00	reduce	 la incidencia
010.000.4436.00	tieneGeneralidad	)
010.000.4436.00	tieneGeneralidad	que
010.000.4436.00	induce	 la producción
010.000.5458.00	tieneGeneralidad	los
010.000.5459.00	tieneGeneralidad	los
010.000.5458.00	tieneGeneralidad	y
010.000.5459.00	tieneGeneralidad	y
010.000.5458.00	tieneGeneralidad	es
010.000.5459.00	tieneGeneralidad	es
010.000.5458.00	tieneGeneralidad	  , dentro y entre las
010.000.5459.00	tieneGeneralidad	  , dentro y entre las
010.000.5458.00	tieneGeneralidad	.
010.000.5459.00	tieneGeneralidad	.
010.000.5435.00	tieneGeneralidad	estabiliza
010.000.5435.00	estabiliza	 los microtúbulos
010.000.6142.00	tieneGeneralidad	es
010.000.6143.00	tieneGeneralidad	es
010.000.6144.00	tieneGeneralidad	es
010.000.6142.00	tieneGeneralidad	oralmente
010.000.6143.00	tieneGeneralidad	oralmente
010.000.6144.00	tieneGeneralidad	oralmente
010.000.6142.00	tieneGeneralidad	altamente
010.000.6143.00	tieneGeneralidad	altamente
010.000.6144.00	tieneGeneralidad	altamente
010.000.6142.00	tieneGeneralidad	)
010.000.6143.00	tieneGeneralidad	)
010.000.6144.00	tieneGeneralidad	)
010.000.6142.00	tieneGeneralidad	4/6
010.000.6143.00	tieneGeneralidad	4/6
010.000.6144.00	tieneGeneralidad	4/6
010.000.6142.00	tieneGeneralidad	reduce
010.000.6143.00	tieneGeneralidad	reduce
010.000.6144.00	tieneGeneralidad	reduce
010.000.6142.00	reduce	 la proliferación celular
010.000.6143.00	reduce	 la proliferación celular
010.000.6144.00	reduce	 la proliferación celular
010.000.4437.00	tieneGeneralidad	y
010.000.4437.00	tieneGeneralidad	3
010.000.4437.00	tieneGeneralidad	la
010.000.4437.00	tieneGeneralidad	5ht3
010.000.5653.00	tieneGeneralidad	es
010.000.5653.00	tieneGeneralidad	totalmente
010.000.5653.00	tieneGeneralidad	  , que se
010.000.5653.00	uneCon	 gran afinidad
010.000.5654.00	tieneGeneralidad	oral
010.000.5655.00	tieneGeneralidad	oral
010.000.5654.00	tieneGeneralidad	)
010.000.5655.00	tieneGeneralidad	)
010.000.5654.00	inhibe	 múltiples receptores del factor crecimiento endotelial
010.000.5655.00	inhibe	 múltiples receptores del factor crecimiento endotelial
010.000.5654.00	inhibe	vascular
010.000.5655.00	inhibe	vascular
010.000.5654.00	inhibe	 vegfr)-1
010.000.5655.00	inhibe	 vegfr)-1
010.000.5452.00	tieneGeneralidad	de
010.000.5452.00	tieneGeneralidad	.
010.000.5452.00	estimula	 la proliferación
010.000.5453.00	tieneGeneralidad	  ,
010.000.5453.00	tieneGeneralidad	  , que
010.000.5453.00	ejerce	 su acción mediante la interrupción de los procesos metabólicos dependientes del folato
010.000.6024.00	tieneGeneralidad	es
010.000.6024.00	tieneGeneralidad	específicamente
010.000.6024.00	tieneGeneralidad	ii de la
010.000.6024.00	tieneGeneralidad	)
010.000.6024.00	bloquea	 la heterodimerización
010.000.6024.00	bloquea	dependiente de
010.000.6024.00	bloquea	ligando
010.000.5307.00	tieneGeneralidad	que
010.000.5307.00	usaCon	 g
010.000.6145.00	tieneGeneralidad	es
010.000.6146.00	tieneGeneralidad	es
010.000.6147.00	tieneGeneralidad	es
010.000.6148.00	tieneGeneralidad	es
010.000.6145.00	tieneGeneralidad	  , actividades
010.000.6146.00	tieneGeneralidad	  , actividades
010.000.6147.00	tieneGeneralidad	  , actividades
010.000.6148.00	tieneGeneralidad	  , actividades
010.000.6145.00	tieneGeneralidad	inmunomoduladoras
010.000.6146.00	tieneGeneralidad	inmunomoduladoras
010.000.6147.00	tieneGeneralidad	inmunomoduladoras
010.000.6148.00	tieneGeneralidad	inmunomoduladoras
010.000.6145.00	inhibe	soporte
010.000.6146.00	inhibe	soporte
010.000.6147.00	inhibe	soporte
010.000.6148.00	inhibe	soporte
010.000.6028.00	tieneGeneralidad	es
010.000.6028.00	tieneGeneralidad	que
010.000.6028.00	tieneGeneralidad	)
010.000.6028.00	tieneGeneralidad	)
010.000.6028.00	resultaEn	 internalización extensa
010.000.1771.00	tieneGeneralidad	se
010.000.1771.00	inhibe	 la síntesis de dna
010.000.5425.00	tieneGeneralidad	correspondiendo
010.000.5425.00	tieneGeneralidad	tiene
010.000.5425.00	tiene	 una actividad inhibitoria potente contra la enzima timidalato sintetasa
010.000.5433.00	tieneGeneralidad	/
010.000.5433.01	tieneGeneralidad	/
010.000.5445.00	tieneGeneralidad	/
010.000.5445.01	tieneGeneralidad	/
010.000.5433.00	uneAl	 antígeno transmembranal cd
010.000.5433.01	uneAl	 antígeno transmembranal cd
010.000.5445.00	uneAl	 antígeno transmembranal cd
010.000.5445.01	uneAl	 antígeno transmembranal cd
010.000.6093.00	tieneGeneralidad	es
010.000.6094.00	tieneGeneralidad	es
010.000.6095.00	tieneGeneralidad	es
010.000.6093.00	tieneGeneralidad	)
010.000.6094.00	tieneGeneralidad	)
010.000.6095.00	tieneGeneralidad	)
010.000.6093.00	tieneGeneralidad	.
010.000.6094.00	tieneGeneralidad	.
010.000.6095.00	tieneGeneralidad	.
010.000.6093.00	tieneGeneralidad	media
010.000.6094.00	tieneGeneralidad	media
010.000.6095.00	tieneGeneralidad	media
010.000.6093.00	media	 la transducción de señales iniciada por varias citocinas
010.000.6094.00	media	 la transducción de señales iniciada por varias citocinas
010.000.6095.00	media	 la transducción de señales iniciada por varias citocinas
010.000.5480.00	tieneGeneralidad	las
010.000.5480.00	tieneGeneralidad	/
010.000.5480.00	tieneGeneralidad	  , de receptores de las
010.000.5480.00	tieneGeneralidad	y
010.000.5480.00	tieneGeneralidad	  , por
010.000.5480.00	inhibe	 la angiogénesis
010.000.3047.00	tieneGeneralidad	no
010.000.3047.00	tieneGeneralidad	  , la
010.000.3047.00	tieneGeneralidad	compite
010.000.3047.00	compiteCon	estrógenos
010.000.5463.00	tieneGeneralidad	dacarbazina
010.000.5463.01	tieneGeneralidad	dacarbazina
010.000.5463.02	tieneGeneralidad	dacarbazina
010.000.5465.00	tieneGeneralidad	dacarbazina
010.000.5465.01	tieneGeneralidad	dacarbazina
010.000.5465.02	tieneGeneralidad	dacarbazina
010.000.5463.00	presenta	 actividad antineoplásica
010.000.5463.01	presenta	 actividad antineoplásica
010.000.5463.02	presenta	 actividad antineoplásica
010.000.5465.00	presenta	 actividad antineoplásica
010.000.5465.01	presenta	 actividad antineoplásica
010.000.5465.02	presenta	 actividad antineoplásica
010.000.2513.00	tieneGeneralidad	alfa
010.000.2513.00	tieneGeneralidad	.
010.000.3001.00	tieneGeneralidad	.
010.000.3001.00	rompe	 los enlaces del dna
010.000.5140.00	tieneGeneralidad	alfa
010.000.5140.01	tieneGeneralidad	alfa
010.000.5140.00	tieneGeneralidad	  ,
010.000.5140.01	tieneGeneralidad	  ,
010.000.5140.00	estimula	 la captación
010.000.5140.01	estimula	 la captación
010.000.5422.00	tieneGeneralidad	se
010.000.5423.00	tieneGeneralidad	se
010.000.6046.00	tieneGeneralidad	se
010.000.5422.00	uneCon	 una alta afinidad
010.000.5423.00	uneCon	 una alta afinidad
010.000.6046.00	uneCon	 una alta afinidad
010.000.6017.00	tieneGeneralidad	  , es un conjugado
010.000.6018.00	tieneGeneralidad	  , es un conjugado
010.000.6017.00	tieneGeneralidad	-
010.000.6018.00	tieneGeneralidad	-
010.000.6017.00	tieneGeneralidad	que
010.000.6018.00	tieneGeneralidad	que
010.000.6017.00	contiene	 el anticuerpo monoclonal igg1 humanizado anti
010.000.6018.00	contiene	 el anticuerpo monoclonal igg1 humanizado anti
010.000.5436.00	tieneGeneralidad	natural
010.000.5436.00	induce	 la diferenciación
010.000.6029.00	actúaA	 nivel adenohipofisario
010.000.6030.00	actúaA	 nivel adenohipofisario
010.000.5427.00	tieneGeneralidad	tres
010.000.5456.00	tieneGeneralidad	tres
010.000.5456.01	tieneGeneralidad	tres
010.000.5456.02	tieneGeneralidad	tres
010.000.5427.00	reduce	 la incidencia
010.000.5456.00	reduce	 la incidencia
010.000.5456.01	reduce	 la incidencia
010.000.5456.02	reduce	 la incidencia
010.000.1770.00	bloquea	 la mitosis en metafase
010.000.1768.00	tieneGeneralidad	la
010.000.1768.00	tieneGeneralidad	actúa
010.000.4435.00	tieneGeneralidad	los
010.000.4445.00	tieneGeneralidad	los
010.000.4446.00	tieneGeneralidad	los
010.000.4435.00	tieneGeneralidad	.
010.000.4445.00	tieneGeneralidad	.
010.000.4446.00	tieneGeneralidad	.
010.000.2471.00	tieneGeneralidad	ejerce
010.000.2471.00	ejerce	 un efecto antipirético
010.000.3111.00	tieneGeneralidad	y
010.000.3112.00	tieneGeneralidad	y
010.000.3111.00	tieneGeneralidad	vestibular
010.000.3112.00	tieneGeneralidad	vestibular
010.000.3111.00	deprime	 la estimulación bulbar
010.000.3112.00	deprime	 la estimulación bulbar
010.000.3113.00	tieneGeneralidad	  ,
010.000.2196.00	tieneGeneralidad	  ,
010.000.3113.00	disminuyeA	 nivel central estimulación
010.000.2196.00	disminuyeA	 nivel central estimulación
010.000.3113.00	disminuyeA	vestibular
010.000.2196.00	disminuyeA	vestibular
010.000.3102.00	actúaPor	 estimulación directa
010.000.3102.00	actúaPor	 receptores alfa-1
010.000.4337.00	tieneGeneralidad	no
010.000.4337.00	tieneGeneralidad	.
010.000.5451.00	tieneGeneralidad	y
010.000.5451.00	bloquea	canales
010.000.4141.00	tieneGeneralidad	que
010.000.4141.00	disminuye	 la liberación de histamina
010.000.3132.00	tieneGeneralidad	tiene
010.000.3132.00	tiene	 el efecto antibacteriano local
010.000.2198.00	contrae	 la red
010.000.2199.00	contrae	 la red
010.000.2198.00	contrae	vascular de la
010.000.2199.00	contrae	vascular de la
010.000.2212.00	tieneGeneralidad	desogestrel
010.000.2212.00	lograPor	 inhibición de la ovulación
010.000.3505.00	tieneGeneralidad	que
010.000.3508.00	tieneGeneralidad	que
010.000.3505.00	tieneGeneralidad	y
010.000.3508.00	tieneGeneralidad	y
010.000.3505.00	tieneGeneralidad	el
010.000.3508.00	tieneGeneralidad	el
010.000.3505.00	tieneGeneralidad	  ,
010.000.3508.00	tieneGeneralidad	  ,
010.000.3505.00	impide	 la unión de las células germinales
010.000.3508.00	impide	 la unión de las células germinales
010.000.3510.00	tieneGeneralidad	con
010.000.3510.00	tieneGeneralidad	que
010.000.3510.00	tieneGeneralidad	y
010.000.3510.00	tieneGeneralidad	el
010.000.3510.00	tieneGeneralidad	  ,
010.000.3510.00	impide	 la unión de las células germinales
010.000.6057.00	tieneGeneralidad	folicular
010.000.6057.00	tieneGeneralidad	  ,
010.000.6057.00	tieneGeneralidad	y
010.000.6057.00	tieneGeneralidad	y
010.000.6057.00	tieneGeneralidad	.
010.000.6057.00	tieneGeneralidad	primario de
010.000.6057.00	tieneGeneralidad	  , pero
010.000.6057.00	contribuyeA	 la eficacia
010.000.6057.00	contribuyeA	 alteraciones moco
010.000.4526.00	tieneGeneralidad	es
010.000.2210.00	tieneGeneralidad	es
010.000.6075.00	tieneGeneralidad	es
010.000.4526.00	tieneGeneralidad	que
010.000.2210.00	tieneGeneralidad	que
010.000.6075.00	tieneGeneralidad	que
010.000.4526.00	modifica	 la función ovárica
010.000.2210.00	modifica	 la función ovárica
010.000.6075.00	modifica	 la función ovárica
010.000.3504.00	tieneGeneralidad	que
010.000.3507.00	tieneGeneralidad	que
010.000.3504.00	inhibe	 la ovulación
010.000.3507.00	inhibe	 la ovulación
010.000.3509.00	tieneGeneralidad	con
010.000.3509.00	tieneGeneralidad	que
010.000.3509.00	tieneGeneralidad	y
010.000.3509.00	modifica	 el tracto
010.000.3511.00	actúaA	 través del mecanismo supresión
010.000.3515.00	tieneGeneralidad	que
010.000.3515.00	impide	ovulación
010.000.3506.00	bloquea	 los mecanismos de secreción gonadotrópica hipofisiaria
010.000.4210.00	tieneGeneralidad	  ,
010.000.4211.00	tieneGeneralidad	  ,
010.000.4210.00	tieneGeneralidad	con
010.000.4211.00	tieneGeneralidad	con
010.000.4210.00	tieneGeneralidad	.
010.000.4211.00	tieneGeneralidad	.
010.000.4142.00	tieneGeneralidad	.
010.000.4143.00	tieneGeneralidad	.
010.000.2208.00	tieneGeneralidad	que
010.000.2208.00	inhibe	 la secreción gonadotrópica hipofisiaria
010.000.4527.00	tieneGeneralidad	  ,
010.000.4527.00	actúaEn	 moco
010.000.3503.00	tieneGeneralidad	que
010.000.3503.00	bloquea	 los mecanismos de secreción gonadotrópica hipofisiaria
010.000.4207.00	tieneGeneralidad	  , se
040.000.2499.00	tieneGeneralidad	  , que
040.000.2500.00	tieneGeneralidad	  , que
040.000.2499.00	facilita	acción
040.000.2500.00	facilita	acción
040.000.3305.00	inhibe	 la recaptura de serotonina
040.000.4482.00	tieneGeneralidad	  , que
040.000.4482.00	deprime	 snc en los niveles límbico
010.000.5487.00	tieneGeneralidad	  , sin efecto sobre los
010.000.5487.01	tieneGeneralidad	  , sin efecto sobre los
040.000.3215.00	deprime	 snc en los niveles límbico
040.000.0202.00	deprime	 snc en los niveles límbico
010.000.4480.00	tieneGeneralidad	  , sin efecto sobre otros
010.000.4480.01	tieneGeneralidad	  , sin efecto sobre otros
010.000.4480.00	tieneGeneralidad	.
010.000.4480.01	tieneGeneralidad	.
040.000.4478.00	favorece	 la actividad gabaérgica del sistema reticular activador ascendente
010.000.4483.00	inhibe	recaptura
010.000.4483.01	inhibe	recaptura
IMIPRAMINA040.000.3302.00	aumenta	 la cantidad noradrenalina
040.000.5478.00	favorece	 la actividad gabaérgica
010.000.5481.00	tieneGeneralidad	la actividad de la
010.000.5481.00	tieneGeneralidad	  , con
010.000.5481.00	tieneGeneralidad	.
040.000.3206.00	tieneGeneralidad	que
040.000.3206.00	tieneGeneralidad	la
040.000.3206.00	tieneGeneralidad	  ,
040.000.3206.00	tieneGeneralidad	y
040.000.3206.00	tieneGeneralidad	.
040.000.4486.00	tieneGeneralidad	y
040.000.4486.01	tieneGeneralidad	y
040.000.4486.00	tieneGeneralidad	.
040.000.4486.01	tieneGeneralidad	.
010.000.4490.00	actúaA	 través de la combinación del agonismo parcial receptores d2
010.000.4491.00	actúaA	 través de la combinación del agonismo parcial receptores d2
040.000.3259.00	uneA	 los receptores para dopamina en el sistema límbico
040.000.3259.01	uneA	 los receptores para dopamina en el sistema límbico
010.000.4485.00	tieneGeneralidad	es
010.000.4485.00	tieneGeneralidad	de
010.000.4485.00	tieneGeneralidad	y
010.000.4485.00	tieneGeneralidad	  , y
010.000.4485.00	inhibe	 la captura de dopamina
040.000.4477.00	bloquea	receptores
040.000.3251.00	bloquea	receptores
040.000.3253.00	bloquea	receptores
040.000.4481.00	bloquea	receptores
040.000.4481.01	bloquea	receptores
040.000.5476.00	tieneGeneralidad	  ,
040.000.3204.00	tieneGeneralidad	  ,
040.000.5476.00	tieneGeneralidad	e
040.000.3204.00	tieneGeneralidad	e
040.000.5476.00	tieneGeneralidad	.
040.000.3204.00	tieneGeneralidad	.
040.000.3255.00	tieneGeneralidad	y
040.000.3255.00	altera	intercambio
010.000.5490.00	tieneGeneralidad	alfa
010.000.5490.00	tieneGeneralidad	Alfa
010.000.5485.00	tieneGeneralidad	como
010.000.5485.01	tieneGeneralidad	como
010.000.5486.00	tieneGeneralidad	como
010.000.5486.01	tieneGeneralidad	como
010.000.4489.00	tieneGeneralidad	como
010.000.5485.00	tieneGeneralidad	  ,
010.000.5485.01	tieneGeneralidad	  ,
010.000.5486.00	tieneGeneralidad	  ,
010.000.5486.01	tieneGeneralidad	  ,
010.000.4489.00	tieneGeneralidad	  ,
010.000.5485.00	tieneGeneralidad	  ,
010.000.5485.01	tieneGeneralidad	  ,
010.000.5486.00	tieneGeneralidad	  ,
